age,height,sex,days_to_goal,activity_level,experience,Exercise
18,181,female,50,1,4,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
22,160,male,77,4,4,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
27,152,female,134,4,1,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
21,174,female,166,4,4,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
30,163,female,121,3,1,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
21,151,female,45,4,5,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
43,161,male,172,5,4,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
56,173,male,75,1,1,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
54,157,female,118,1,2,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
47,168,male,144,1,3,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
50,156,male,51,5,3,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
31,183,female,39,2,5,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
28,186,female,88,5,5,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
54,164,male,105,5,1,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
57,185,female,145,1,5,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
49,153,male,176,4,1,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
50,174,male,132,1,1,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
40,179,male,75,1,4,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
20,150,male,63,4,3,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
24,162,female,145,2,1,"Seated Rows, Bicep Curls, Squats, Tricep Dips, 4 sets (12-10-8-6 reps)"
45,170,female,158,1,5,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
38,156,female,56,1,2,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
35,173,male,54,5,1,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
41,156,male,137,4,1,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
52,179,male,50,5,1,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
45,179,male,52,4,1,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
51,150,female,137,3,2,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
32,178,male,146,3,3,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
56,157,male,128,1,5,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
46,181,male,67,5,5,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
37,189,female,68,3,4,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
50,163,female,171,5,3,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
24,184,female,136,1,5,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
37,178,male,128,5,3,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
39,179,female,104,5,2,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
50,164,female,85,5,4,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
40,152,male,149,5,1,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
22,152,male,172,3,1,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
27,154,female,138,2,1,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
50,176,male,46,1,4,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
29,166,male,51,3,3,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
29,166,male,83,4,5,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
37,158,female,83,5,2,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
25,187,male,63,4,3,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
55,169,female,82,3,1,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
47,185,female,167,2,2,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
46,152,female,46,2,2,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
39,169,male,46,4,5,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
41,151,female,81,3,3,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
55,155,male,81,5,2,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
26,163,male,154,5,2,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
54,151,female,72,1,1,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
19,159,male,119,4,4,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
46,164,male,168,3,2,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
58,160,female,128,1,2,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
57,151,female,70,2,1,"Leg Extensions, Incline Press, Chest Flyes, Calf Raises, 3 sets (10-8-6 reps)"
52,172,male,153,5,5,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
59,175,female,41,1,3,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
18,156,male,38,4,2,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
50,168,male,70,2,3,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
52,178,female,76,5,2,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
18,168,male,96,5,4,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
43,180,male,179,1,5,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
58,156,male,84,4,1,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
42,175,male,134,3,2,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
28,158,female,72,1,3,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
35,187,male,38,3,4,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
39,167,male,86,5,4,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
47,156,male,165,2,5,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
26,155,female,117,1,2,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
29,158,male,155,1,1,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
25,172,female,83,2,1,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
56,155,male,59,3,4,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
40,183,male,30,2,3,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
22,160,female,131,1,3,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
54,152,female,128,4,3,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
32,173,female,43,4,5,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
22,179,female,111,3,1,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
38,161,male,113,3,3,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
20,174,male,140,5,5,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
43,164,female,97,5,5,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
32,154,male,83,1,4,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
28,180,female,94,2,4,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
19,187,female,122,1,4,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
43,168,male,133,5,3,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
37,174,male,130,5,4,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
31,161,male,170,1,2,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
18,170,female,51,3,1,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
43,176,female,178,2,3,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
59,184,male,135,4,2,"Incline Press, Hammer Curls, Calf Raises, 3 sets (10-8-6 reps)"
21,158,female,48,4,2,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
25,189,male,137,4,1,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
52,172,female,63,3,5,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
40,151,female,123,3,1,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
43,182,female,76,2,3,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
32,186,male,149,2,5,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
19,181,male,139,4,4,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
23,174,female,76,3,1,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
18,151,male,96,5,1,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
29,173,male,153,5,1,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
54,154,male,122,5,2,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
50,151,male,142,3,1,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
34,156,male,97,4,2,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
58,172,female,105,3,2,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
52,188,male,58,5,4,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
57,182,male,94,2,2,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
45,154,female,108,1,3,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
51,150,female,70,4,1,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
57,160,male,142,2,3,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
22,178,female,88,2,4,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
22,186,female,50,1,5,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
30,185,female,42,3,2,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
36,163,male,64,2,5,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
26,163,male,63,3,4,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
18,170,male,63,3,4,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
39,165,female,74,4,3,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
56,161,male,140,5,4,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
56,178,female,147,5,1,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
30,176,female,94,3,4,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
33,166,female,51,3,1,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
55,181,female,111,3,4,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
25,187,male,134,5,5,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
25,173,male,47,3,2,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
35,162,female,129,5,4,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
54,171,male,76,5,4,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
29,181,female,57,3,5,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
57,169,male,41,1,2,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
44,179,female,61,1,3,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
26,150,female,57,2,5,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
31,169,female,76,3,2,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
41,165,male,88,4,5,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
47,174,female,177,3,1,"Arnold Press, Hammer Curls, Face Pulls, 3 sets (10-8-6 reps)"
27,151,female,92,1,5,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
28,150,male,160,2,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
18,188,male,177,3,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
20,159,male,157,3,5,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
30,173,female,68,2,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
44,178,male,100,2,5,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
23,153,male,79,3,3,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
50,159,female,121,3,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
41,175,male,75,2,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
38,168,male,70,4,4,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
47,159,male,119,5,5,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
19,153,male,173,4,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
18,178,female,148,1,4,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
31,179,female,59,3,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
33,162,male,67,4,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
18,167,female,35,5,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
41,154,female,132,1,5,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
52,189,female,168,2,5,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
54,182,male,111,3,4,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
21,151,female,41,3,5,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
42,164,female,142,2,3,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
26,162,male,162,2,4,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
35,188,male,89,2,4,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
35,169,male,103,1,4,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
21,167,male,41,2,3,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
21,174,female,155,4,1,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
46,151,female,104,4,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
18,159,male,133,1,4,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
40,150,female,34,3,1,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
50,189,female,47,5,2,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
39,161,male,48,2,5,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
48,180,male,58,4,3,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
48,175,female,46,4,4,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
37,158,male,125,5,4,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
46,154,male,141,2,1,"Planks, Arnold Press, Push-Ups, Lunges, 4 sets (12-10-8-6 reps)"
19,170,female,107,1,5,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
50,168,male,48,2,3,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
26,152,female,149,4,5,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
46,161,female,134,2,1,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
25,180,male,170,5,5,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
34,172,male,168,3,2,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
50,186,female,106,5,5,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
29,165,female,156,2,4,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
25,161,female,105,2,4,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
19,174,female,31,1,4,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
40,188,male,127,5,1,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
21,186,female,48,1,2,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
49,184,male,136,2,5,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
56,173,female,154,2,5,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
39,181,male,59,5,2,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
31,183,male,47,2,2,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
49,181,female,53,3,2,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
20,173,female,48,5,1,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
19,176,male,93,4,5,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
51,180,male,34,3,1,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
41,166,female,131,3,4,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
29,181,female,145,4,5,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
36,153,male,60,4,3,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
48,172,male,65,3,4,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
59,151,female,38,1,3,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
49,167,female,41,2,1,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
41,174,male,156,3,3,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
23,182,male,166,4,3,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
52,180,female,123,5,2,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
34,160,male,42,1,1,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
47,157,male,88,1,5,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
23,175,male,130,1,2,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
23,183,female,113,5,3,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
20,174,female,122,1,3,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
40,175,female,123,4,1,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
51,185,female,134,5,4,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
38,171,female,138,4,5,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
25,184,male,155,2,4,"Leg Press, Russian Twists, Face Pulls, 3 sets (10-8-6 reps)"
